iqs_verbatim_2016.vin,iqs_verbatim_2016.vin7,iqs_verbatim_2016.squish_vin,iqs_verbatim_2016.sequence_number,iqs_verbatim_2016.make,iqs_verbatim_2016.series,iqs_verbatim_2016.model_and_type,iqs_verbatim_2016.produktionsdatum,iqs_verbatim_2016.baureihe,iqs_verbatim_2016.werk,iqs_verbatim_2016.motor,iqs_verbatim_2016.getriebe,iqs_verbatim_2016.lackfarbe,iqs_verbatim_2016.polster_material,iqs_verbatim_2016.polster_farbe,iqs_verbatim_2016.sonderausstattung,iqs_verbatim_2016.totalproblems,iqs_verbatim_2016.problems_indicated,iqs_verbatim_2016.category,iqs_verbatim_2016.problem,iqs_verbatim_2016.malfunction_design_unknown,iqs_verbatim_2016.verbatim,iqs_verbatim_2016.mileage,iqs_verbatim_2016.took_to_dealer,iqs_verbatim_2016.resolved,iqs_verbatim_2016.severity,,,,,,,,,,,,,,,
5UXKR2C55G0R70887,0R70887,5UXKR2C5G0,2546768Y,BMW,X5,BMW X5 4dr SUV,1/6/16,F15,75.10 Spartanburg,N55,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,B8 TERRA,01CA; 0212; 0245; 0255; 0258; 02LS; 02VB; 0302; 0319; 0322; 0346; 03AG; 03AT; 03E1; 0402; 0417; 0420; 0423; 0430; 0441; 0456; 0488; 0493; 0494; 04AC; 04NB; 04NC; 04NE; 04UB; 0508; 0522; 0524; 0563; 0575; 05A1; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,2,"DEXP16, HVAC02","Heating, Ventilation, and Air Conditioning (HVAC)",NULL,D,The red/blue dial interferes with set temperature; the dial must be on blue as an example for 60 degree temperature setting to work.  The dial seems completely unnecessary.,5000,,,,,,,,,,,,,,,,,,
WMWXU3C52G2D30006,2D30006,WMWXU3C5G2,2670203E,MINI,Cooper,MINI Cooper 4dr Hbk,12/4/15,F55,77.29 Oxford,B46M,AUT,WHITE SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02B0; 02VB; 02VG; 0313; 0382; 0423; 0430; 0431; 0450; 0473; 0481; 04C0; 04C3; 04DC; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 05AA; 0645; 0693; 0697; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,4,"EXT38, EXT39, FCD14, ENGTRN20",Exterior,NULL,M,,1800,,,,,,,,,,,,,,,,,,
WMWXU3C52G2D30006,2D30006,WMWXU3C5G2,2670203E,MINI,Cooper,MINI Cooper 4dr Hbk,12/4/15,F55,77.29 Oxford,B46M,AUT,WHITE SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02B0; 02VB; 02VG; 0313; 0382; 0423; 0430; 0431; 0450; 0473; 0481; 04C0; 04C3; 04DC; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 05AA; 0645; 0693; 0697; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,4,"EXT38, EXT39, FCD14, ENGTRN20",Exterior,NULL,D,,1800,,,,,,,,,,,,,,,,,,
WMWXU3C52G2D30006,2D30006,WMWXU3C5G2,2670203E,MINI,Cooper,MINI Cooper 4dr Hbk,12/4/15,F55,77.29 Oxford,B46M,AUT,WHITE SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02B0; 02VB; 02VG; 0313; 0382; 0423; 0430; 0431; 0450; 0473; 0481; 04C0; 04C3; 04DC; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 05AA; 0645; 0693; 0697; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,4,"EXT38, EXT39, FCD14, ENGTRN20",Features/Controls/Displays (FCD),NULL,D,I am not able to program the other locks to open when I open the drivers door.,1800,,,,,,,,,,,,,,,,,,
WMWXU3C52G2D30006,2D30006,WMWXU3C5G2,2670203E,MINI,Cooper,MINI Cooper 4dr Hbk,12/4/15,F55,77.29 Oxford,B46M,AUT,WHITE SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02B0; 02VB; 02VG; 0313; 0382; 0423; 0430; 0431; 0450; 0473; 0481; 04C0; 04C3; 04DC; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 05AA; 0645; 0693; 0697; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,4,"EXT38, EXT39, FCD14, ENGTRN20",Engine/Transmission,NULL,D,It is a lot of money for a rough transmission.,1800,,,,,,,,,,,,,,,,,,
5UXKR2C54G0R68807,0R68807,5UXKR2C5G0,2282361A,BMW,X5,BMW X5 4dr SUV,10/21/15,F15,75.10 Spartanburg,N55,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,MY MOKKA,01CA; 0212; 0245; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0459; 0488; 0493; 0494; 04AC; 04NB; 04NC; 04NE; 04UB; 0508; 0522; 0524; 0563; 0575; 05A1; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,4,"EXT09, EXT16, AEN06, SEAT12",Exterior,NULL,M,"It isn't that is hard to open or close, it is awkward for my kids to climb out because there is no place for them to put their feet while trying to step out.",,,,,,,,,,,,,,,,,,,
5UXKR2C54G0R68807,0R68807,5UXKR2C5G0,2282361A,BMW,X5,BMW X5 4dr SUV,10/21/15,F15,75.10 Spartanburg,N55,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,MY MOKKA,01CA; 0212; 0245; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0459; 0488; 0493; 0494; 04AC; 04NB; 04NC; 04NE; 04UB; 0508; 0522; 0524; 0563; 0575; 05A1; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,4,"EXT09, EXT16, AEN06, SEAT12",Exterior,NULL,M,"Sometimes, the hydrolic on the hatch doesn't work and it is hard to open.  Also you can't close it from the inside of the car or the remote
5UXKR2C54G0R68807,0R68807,5UXKR2C5G0,2282361A,BMW,X5,BMW X5 4dr SUV,2015-10-21,F15,75.10 Spartanburg,N55,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,MY MOKKA,01CA; 0212; 0245; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0459; 0488; 0493; 0494; 04AC; 04NB; 04NC; 04NE; 04UB; 0508; 0522; 0524; 0563; 0575; 05A1; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,4,EXT09", EXT16, AEN06," SEAT12""",Audio/Communication/Entertainment/Navigation (ACEN),,,,,,,,,,,,,,,
5UXKR2C54G0R68807,0R68807,5UXKR2C5G0,2282361A,BMW,X5,BMW X5 4dr SUV,10/21/15,F15,75.10 Spartanburg,N55,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,MY MOKKA,01CA; 0212; 0245; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0459; 0488; 0493; 0494; 04AC; 04NB; 04NC; 04NE; 04UB; 0508; 0522; 0524; 0563; 0575; 05A1; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,4,"EXT09, EXT16, AEN06, SEAT12",Seats,NULL,D,Third row is difficult for me to put up from the down position.  I have to move the second row to get the third row up. It is awkward to manipulate.,3500,,,,,,,,,,,,,,,,,,
5UXWX9C58G0D82534,0D82534,5UXWX9C5G0,2856062U,BMW,X3,BMW X3 4dr SUV,11/23/15,F25,75.10 Spartanburg,N20,AUT,GLACIERSILBER METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CC; 01CD; 0205; 0216; 0249; 0255; 0258; 02K8; 02VB; 0302; 0316; 0319; 03AG; 03AT; 0402; 0420; 0423; 0430; 0431; 0459; 0465; 0493; 0494; 04FU; 04NE; 04NG; 04U2; 0508; 0521; 0534; 0544; 0563; 05A1; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NP; 0823; 0845; 0853; 0876; 08KL; 08SL; 08SM; 08TN; 0927; 0992,1,DEXP08,Driving Experience,DEXP08: Handbrake/Parking Brake - DTU/Poor Location,D,This is just a personal preference for the traditional pull lever emergency brake as I think the small hand brake that this vehicle has could be hard to locate and engage during an actual emergency.,NULL,No,,2,,,,,,,,,,,,,,,
WMWZC5C53GWU03218,WU03218,WMWZC5C5GW,2671052D,MINI,Countryman,MINI Countryman 4dr SUV,12/16/15,R60,85.10 Graz,N18,AUT,BLAZING RED METALLIC,FS STOFF/LEDER PARALLEL LINES   ,GZ LIGHT  TOBACCO,0205; 0210; 0249; 0258; 02G9; 02VB; 02XA; 0302; 0314; 0325; 0329; 0383; 0386; 03A2; 03AR; 03CA; 03L2; 0413; 0423; 0441; 0450; 0473; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0507; 0521; 0522; 0524; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0655; 0674; 06FP; 06NE; 06NF; 06NM; 06UH; 06UM; 06VC; 0736; 0785; 07L5; 0823; 0845; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 0927; 0992; 09AA,3,"SEAT97, INT23, INT37",Seats,SEAT97: Other Seats Problem(s),NULL,"(Copied from INT97): Rear seat belt rattles when not in use.  Design issue, not an assembly defect.",2500,,,,,,,,,,,,,,,,,,
WMWZC5C53GWU03218,WU03218,WMWZC5C5GW,2671052D,MINI,Countryman,MINI Countryman 4dr SUV,12/16/15,R60,85.10 Graz,N18,AUT,BLAZING RED METALLIC,FS STOFF/LEDER PARALLEL LINES   ,GZ LIGHT  TOBACCO,0205; 0210; 0249; 0258; 02G9; 02VB; 02XA; 0302; 0314; 0325; 0329; 0383; 0386; 03A2; 03AR; 03CA; 03L2; 0413; 0423; 0441; 0450; 0473; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0507; 0521; 0522; 0524; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0655; 0674; 06FP; 06NE; 06NF; 06NM; 06UH; 06UM; 06VC; 0736; 0785; 07L5; 0823; 0845; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 0927; 0992; 09AA,3,"SEAT97, INT23, INT37",Interior,INT23: Center Console Storage - DTU,NULL,Center console is too small to hold more than a garage door opener.  Not a lot of additional storage space.,2500,No,,,,,,,,,,,,,,,,,
WMWZC5C53GWU03218,WU03218,WMWZC5C5GW,2671052D,MINI,Countryman,MINI Countryman 4dr SUV,12/16/15,R60,85.10 Graz,N18,AUT,BLAZING RED METALLIC,FS STOFF/LEDER PARALLEL LINES   ,GZ LIGHT  TOBACCO,0205; 0210; 0249; 0258; 02G9; 02VB; 02XA; 0302; 0314; 0325; 0329; 0383; 0386; 03A2; 03AR; 03CA; 03L2; 0413; 0423; 0441; 0450; 0473; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0507; 0521; 0522; 0524; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0655; 0674; 06FP; 06NE; 06NF; 06NM; 06UH; 06UM; 06VC; 0736; 0785; 07L5; 0823; 0845; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 0927; 0992; 09AA,3,"SEAT97, INT23, INT37",Interior,INT37: Sun Visor/Mirror - DTU,NULL,"Front and side sun visor too small.  Front does not block sun for 6 inches on the left.  Also does not come down far enough - it is too short.  Side visor similar problem - it is too short and does not extend down far enough.  This is a design issue, not a production defect.",2500,,,,,,,,,,,,,,,,,,
WMWXU1C56G2D11219,2D11219,WMWXU1C5G2,2799544J,MINI,Cooper,MINI Cooper 4dr Hbk,11/12/15,F55,77.29 Oxford,B36M,AUT,ELECTRIC BLUE II METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 02F0; 02VB; 0300; 0327; 0382; 0386; 0423; 0450; 0494; 04C1; 04EP; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05DD; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,1,EXT20,Exterior,EXT20: Water Leaks into Vehicle,M,"(Copied from EXT97): After a rain,NULL, and into the trunk when opened. Bad design.",4000,No,,,,,,,,,,,,,,,,,
WMWXU1C52G2D11685,2D11685,WMWXU1C5G2,2800053I,MINI,Cooper,MINI Cooper 4dr Hbk,11/26/15,F55,77.29 Oxford,B36M,AUT,VOLCANIC ORANGE,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0255; 02GZ; 02VB; 0300; 0383; 0423; 0450; 04C1; 04EP; 04NE; 04V9; 04VA; 0521; 0534; 0544; 0550; 0563; 05DD; 0645; 0693; 0697; 06ND; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,1,EXT16,Exterior,EXT16: Trunk/Hatch/Tailgate - Hard to Open/Close,M,It's very heavy to open.  Closing it is no problem because gravity is on my side.  Trunk does not unlock when you unlock all the doors (my previous Mini would unlock the trunk when all of the doors were unlocked),NULL,No,,1,,,,,,,,,,,,,,,
WBXHT3C30GP884253,P884253,WBXHT3C3GP,2407413A,BMW,X1,BMW X1 4dr SUV,10/21/15,F48,06.01 Regensburg,B46O,AUT,MINERALGRAU METALLIC,PD LEDER DAKOTA M.PERFORIERUNG,OA OYSTER/AKZENT GRAU,01AG; 01CA; 0205; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0313; 0316; 0319; 0322; 03AG; 03AT; 03L8; 0402; 0420; 0423; 0430; 0431; 0459; 0473; 0488; 0493; 04LR; 04NE; 0508; 0534; 0544; 0563; 0575; 05A4; 05DP; 0645; 0650; 0655; 0676; 0697; 06AC; 06AE; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 09AA,1,SEAT97,Seats,SEAT97: Other Seats Problem(s),U,seats are to hard.,NULL,No,,4,,,,,,,,,,,,,,,
5UXKU0C57G0F92352,0F92352,5UXKU0C5G0,2902303V,BMW,X6,BMW X6 4dr SUV,9/8/15,F16,75.10 Spartanburg,N55,AUT,ALPINWEISS 3,LC LEDER DAKOTA,B8 TERRA,01CA; 0212; 0245; 02TV; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0441; 0456; 0488; 0493; 0494; 04D0; 04NB; 04NE; 0508; 0524; 0563; 0575; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 06WB; 0710; 0715; 0760; 0775; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,1,AEN07,Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,It seems like the call is dropped but it isn't. The call is still live but the bluetooth disconnects.  Not sure if it's a BMW or iPhone issue.,NULL,No,,2,,,,,,,,,,,,,,,
WBA5A5C56GD526317,D526317,WBA5A5C5GD,24056054,BMW,5 Series,BMW 5 Series 4dr Sdn,7/14/15,F10,02.04 Dingolfing,N20,AUT,ALPINWEISS 3,K8 LEATHERETTE,SW SCHWARZ,01CA; 01CB; 01CC; 01CD; 0255; 0258; 02K1; 02TB; 02VB; 0302; 0319; 03AG; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 04BN; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,2,"EXT16, AEN07",Exterior,EXT16: Trunk/Hatch/Tailgate - Hard to Open/Close,M,NULL,,No,,,,,,,,,,,,,,,,,
WBA5A5C56GD526317,D526317,WBA5A5C5GD,24056054,BMW,5 Series,BMW 5 Series 4dr Sdn,7/14/15,F10,02.04 Dingolfing,N20,AUT,ALPINWEISS 3,K8 LEATHERETTE,SW SCHWARZ,01CA; 01CB; 01CC; 01CD; 0255; 0258; 02K1; 02TB; 02VB; 0302; 0319; 03AG; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 04BN; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,2,"EXT16, AEN07",Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,NULL,,No,,,,,,,,,,,,,,,,,
5UXKU2C51G0N78553,0N78553,5UXKU2C5G0,24102996,BMW,X6,BMW X6 4dr SUV,8/20/15,F16,75.10 Spartanburg,N55,AUT,CARBONSCHWARZ METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 0212; 0245; 0248; 02TV; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0441; 0453; 0456; 0488; 0493; 0494; 0496; 04MR; 04NB; 04NE; 0502; 0508; 0524; 0563; 0575; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 06WB; 0710; 0715; 0760; 0775; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,3,"FCD04, FCD14, SEAT21",Features/Controls/Displays (FCD),FCD04: Wipers/Washers - Controls DTU/Poor Location,NULL,Not sure where the selector is set at.,,No,,,,,,,,,,,,,,,,,
5UXKU2C51G0N78553,0N78553,5UXKU2C5G0,24102996,BMW,X6,BMW X6 4dr SUV,8/20/15,F16,75.10 Spartanburg,N55,AUT,CARBONSCHWARZ METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 0212; 0245; 0248; 02TV; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0441; 0453; 0456; 0488; 0493; 0494; 0496; 04MR; 04NB; 04NE; 0502; 0508; 0524; 0563; 0575; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 06WB; 0710; 0715; 0760; 0775; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,3,"FCD04, FCD14, SEAT21",Features/Controls/Displays (FCD),FCD14: Door Locks/Keyless Entry - Controls/Icons DTU/Poor Location,NULL,Hard to operate the rear hatch by remote.,,No,,,,,,,,,,,,,,,,,
5UXKU2C51G0N78553,0N78553,5UXKU2C5G0,24102996,BMW,X6,BMW X6 4dr SUV,8/20/15,F16,75.10 Spartanburg,N55,AUT,CARBONSCHWARZ METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 0212; 0245; 0248; 02TV; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0441; 0453; 0456; 0488; 0493; 0494; 0496; 04MR; 04NB; 04NE; 0502; 0508; 0524; 0563; 0575; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 06WB; 0710; 0715; 0760; 0775; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,3,"FCD04, FCD14, SEAT21",Seats,SEAT21: Seat Belt Buckle/Release - Controls DTU/Poor Location,NULL,"The part that is stationary need to be extended up an inch or two, as to make it easier to find and connect the strapping side to.",,,,,,,,,,,,,,,,,,,
WMWXU3C53G2B63204,2B63204,WMWXU3C5G2,2362346S,MINI,Cooper,MINI Cooper 4dr Hbk,10/19/15,F55,77.29 Oxford,B46M,MECH,BLAZING RED II METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0322; 0327; 0382; 03AG; 0402; 0423; 0450; 0473; 0481; 0493; 04C1; 04DC; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 0609; 0645; 0655; 0674; 0697; 06AD; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,4,"FCD01, FCD14, SEAT21, SEAT22",Features/Controls/Displays (FCD),NULL,M,(Copied from DEXP97): Squeaky windshield wipers,5000,,,,,,,,,,,,,,,,,,
WMWXU3C53G2B63204,2B63204,WMWXU3C5G2,2362346S,MINI,Cooper,MINI Cooper 4dr Hbk,10/19/15,F55,77.29 Oxford,B46M,MECH,BLAZING RED II METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0322; 0327; 0382; 03AG; 0402; 0423; 0450; 0473; 0481; 0493; 04C1; 04DC; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 0609; 0645; 0655; 0674; 0697; 06AD; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,4,"FCD01, FCD14, SEAT21, SEAT22",Features/Controls/Displays (FCD),NULL,D,"Locking driver's door with handle button requires door to be unlocked inside the car first before pushing the black button on the exterior door handle to lock the doors. Otherwise, the black button must be pushed once
WMWXU3C53G2B63204,2B63204,WMWXU3C5G2,2362346S,MINI,Cooper,MINI Cooper 4dr Hbk,2015-10-19,F55,77.29 Oxford,B46M,MECH,BLAZING RED II METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0322; 0327; 0382; 03AG; 0402; 0423; 0450; 0473; 0481; 0493; 04C1; 04DC; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 0609; 0645; 0655; 0674; 0697; 06AD; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,4,FCD01", FCD14, SEAT21," SEAT22""",Seats,,,,,,,,,,,,,,,
WMWXU3C53G2B63204,2B63204,WMWXU3C5G2,2362346S,MINI,Cooper,MINI Cooper 4dr Hbk,10/19/15,F55,77.29 Oxford,B46M,MECH,BLAZING RED II METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0223; 0249; 0255; 0258; 02F1; 02VB; 02VG; 0322; 0327; 0382; 03AG; 0402; 0423; 0450; 0473; 0481; 0493; 04C1; 04DC; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 0609; 0645; 0655; 0674; 0697; 06AD; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,4,"FCD01, FCD14, SEAT21, SEAT22",Seats,NULL,M,Belt seems to be twisted as it retracts and jams in the slot. Seems to retract too fast causing the jam. Dealer offered no solution other than to guide the belt slowly by hand.,5000,,,,,,,,,,,,,,,,,,
WBA5B3C5XGG252877,G252877,WBA5B3C5GG,2700595A,BMW,5 Series,BMW 5 Series 4dr Sdn,8/12/15,F10,02.04 Dingolfing,N55,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 01CC; 01CD; 0212; 0248; 0255; 0258; 02K2; 02TB; 02VB; 0302; 0316; 0319; 0322; 03AG; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0494; 0496; 04BN; 04NE; 04U2; 04UR; 0502; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 06WA; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,1,EXT19,Exterior,EXT19: Trunk/Hatch/Tailgate - Handle/Latch/Release - DTO,D,,2400,Yes,Partially,3,,,,,,,,,,,,,,,
5UXWY3C59G0N88386,0N88386,5UXWY3C5G0,25452149,BMW,X3,BMW X3 4dr SUV,1/14/16,F25,75.10 Spartanburg,N47T,AUT,SCHWARZ 2,KC SENSATEC 1,BI BEIGE,01CA; 01CC; 01CD; 0205; 0216; 0249; 0255; 0258; 02K8; 02VB; 0302; 0316; 0319; 03AG; 03AT; 0420; 0423; 0430; 0431; 0459; 0465; 0493; 0494; 04FW; 04NG; 04U2; 0508; 0521; 0534; 0563; 05A1; 05AG; 05AT; 05DL; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 0876; 08KL; 08SL; 08SM; 08TH; 08TN; 0927; 0992; 09AA,2,"AEN11, INT20",Audio/Communication/Entertainment/Navigation (ACEN),AEN11: Navigation System - DTU/Poor Location,D,NULL," navigation system is not as intuitive as Waze or Google Maps.""",3500,No,,,,,,,,,,,,,,,,
5UXWY3C59G0N88386,0N88386,5UXWY3C5G0,25452149,BMW,X3,BMW X3 4dr SUV,1/14/16,F25,75.10 Spartanburg,N47T,AUT,SCHWARZ 2,KC SENSATEC 1,BI BEIGE,01CA; 01CC; 01CD; 0205; 0216; 0249; 0255; 0258; 02K8; 02VB; 0302; 0316; 0319; 03AG; 03AT; 0420; 0423; 0430; 0431; 0459; 0465; 0493; 0494; 04FW; 04NG; 04U2; 0508; 0521; 0534; 0563; 05A1; 05AG; 05AT; 05DL; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 0876; 08KL; 08SL; 08SM; 08TH; 08TN; 0927; 0992; 09AA,2,"AEN11, INT20",Interior,INT20: Center Console - Squeak/Rattle/Other Noise,M,NULL,3500,No,,,,,,,,,,,,,,,,,
