,Make,Series,Verbatim,Score
630,BMW,4 Series,Do not understand why the latch needs to be pulled twice to open,0.0
631,BMW,4 Series,Fuel cap does not have any positive lock position feel,-0.4449
632,BMW,4 Series,: Phone does not fit the charger as promised,0.1002
633,BMW,4 Series,Does not recognize the phone when I enter the car sometimes.,0.0
634,BMW,4 Series,Can not move cargo cover put of the way,0.0
635,BMW,4 Series,cover slides back and forth for seemingly no reason,-0.296
636,BMW,4 Series,Foot auto control trunk opener does not work when you put your foot under the back of the car . You have to keep swiping your foot multiple times under the back of the car  before the trunk will open..,0.0
637,BMW,2 Series,": I drive a coupe, and to fold down land move the seat forward, there is a manual release on the shoulder of each front seat with a button to move the seat forward and backward, to allow easy passage for your back seat passenger. My Passenger front seats power shoulder sliding adjustment button would only work some of the time.",0.5859
638,BMW,4 Series,Brakes feel rough and squeak when first driving. It goes away after driving less than a mile,0.0
639,BMW,4 Series,Wiper began streaking within a few weeks. Got it replaced and it began streaking at the exact same place within a couple of weeks. Got it replaced again and 3 weeks later doing well so far. Dealer could not find out why the t happened,0.2732
640,BMW,4 Series,Picks up color from clothing and looks dirty after a few uses.,-0.4404
641,BMW,2 Series,: Sirius radio reception cuts in and out. I'm glad it's just a trial subscription.,0.2023
642,BMW,2 Series,"The speedometer and tachometer are completely illegible during certain lighting conditions while driving.  I have had experienced when passing under an overpass or a on a wooded road in which the speedometer and tachometer almost 'grey' out and become impossible to read.  If the headlights come on then the speedometer and tachometer become legible, but this doesn't always happen in low light conditions.  A simple fix would be to make the background of speedometer and tachometer a different color.  Instead of a black background make it a white background.",-0.2425
643,BMW,2 Series,"The backup warning will not turn off until the vehicle is put into first gear and driven forward approximately one meter.  This makes parking in a small garage or parallel parking to be an annoying experience.  For example, the warning goes off when I park in my garage backing up to the rear wall.  In order to deactivate the warning I have to pull forward until the front end of the car is outside of the garage.  Put in reverse to back up and get the front end into the garage, then backup warning turns on again.  Only way to make it stop is to turn off the car.  Very annoying.",-0.9337
644,BMW,2 Series,"Dimming the mirror for night driving, control is too stiff & awkward to use.",-0.1531
645,BMW,X4,Driver's side rear brake light failed,-0.5106
646,BMW,X4,Does not always auto connect with phone in car,0.0
647,BMW,X4,: The front cigarette lighter port is loose fitting for radar detector plug.  Same radar detector plug I was using in the 2014 BMW X3 that I traded in for this 2017 X4.  The radar Detector keeps losing power because the plug slips out of the loose fitting lighter port.,-0.7351
648,BMW,X4,"Sometimes, only one fog light comes on by itself",0.0
649,BMW,X4,after unlocking the door from inside driver side control the issue resolved to date.,0.1779
650,BMW,X4,run flats develop side wall bubble easily and wear out sooner than conventional rubber tire. BMW should put normal rubber tires.,0.34
651,BMW,X4,"Several scratces around the shifter area , being that this is a lease and we have two other car so she don't drive this car.So she parked the car in the garage for about a week and when she took it out that's when she notice it.",0.0
652,BMW,2 Series,": during cold weather..... temps below 25 degrees F......  engine shakes,  stumbles, runs extremely for about 1 minute and then operates normally.   this happens ocassionally, not a regular event",0.0
653,BMW,2 Series,: The sun visor is too small,0.0
654,BMW,2 Series,unusual operation,0.0
655,BMW,2 Series,cannot remove stain,0.0
656,BMW,2 Series,Doesn't follow commands for searching for GPS locations.  Using CarPlay with iPhone is a good alternative which works fine.,0.5719
657,BMW,2 Series,: radio changes from fm to pandora,0.0
658,BMW,2 Series,memory seems to cancel itself out,-0.25
659,BMW,2 Series,Clock readout is small and gets lost amongst other data in the infotainment display.,-0.3182
660,BMW,2 Series,No Comment,-0.296
661,BMW,2 Series,Not aimed high enough for proper visibility at higher speeds.,0.0
662,BMW,2 Series,Located in the center console makes connected item inaccessible.,0.0
663,BMW,2 Series,": rpm related harmonic then a metal clacking, then nothing, then , another clacking sound sound following by no unusual sound...these unusual sounds all appeared to come from the rear underbelly.   I took it to dealer and they concluded that it was related to opening under vehicle mechanics that permit pebbles to enter.  Noise stops after the pebbles are expelled.  The dealer stated they would get back to me to tell me if there was a fix to prevent pebble entry into mechanics of rear.  The dealer never followed up with me.  However, I have not had any significant event since  other then some periodic short noise events from what appears to be pebbles encountering the rear mechanics.",-0.3595
664,BMW,X1,Difficult to input destination/points of interest verbally,0.128
665,BMW,X1,The rattle is on and off,0.0
666,BMW,X1,Confusing to use particularly auto sensor,-0.2263
667,BMW,X1,Button confusing but not a big deal,-0.1154
668,BMW,X1,Took me a while to figure out where it was located,0.0
669,BMW,X1,Find difficult to use,-0.3612
670,BMW,X1,Doesn't always find my phone,0.0
671,BMW,X1,Cup holders are located in a spot where tall drinks dont fit well.  It makes it difficult to get them in or out.,-0.6623
672,BMW,X1,Cup holders are not large enough for several containers that i use,0.0
673,BMW,X3,: The intermittent windshield wipers do not wipe often enough.  It's annoying as I have to keep manually wiping when the car is moving at slow speeds.  The intermittent wipers work well when the car is moving at a higher rate of speed.,-0.1531
674,BMW,X5,The glove box is difficult to close with only the manual in it.,-0.3612
675,BMW,X5,Needs hardly pressed to stop,-0.235
676,BMW,3 Series,"Driver's floor matslides around, making use of pedals difficult.  Floor mat on front passenger's side is very stiff and edges are folded into foot area.  This makes it uncomfortable.",-0.6249
677,BMW,3 Series,"Did not test drive this car prior, first time driving was delivery and monitor warning went on.  Technician reset and warning came  on again immediately.  Brought back to dealership and they kept it for a day to do a hard reset.  That was 4 months ago and the problem hasn't come up again.",-0.7845
678,BMW,3 Series,Intermittent controls difficult to understand and apply,-0.3612
679,BMW,3 Series,Connectivity drops when switching from Satellite to Pandora or ITunes,0.0
680,BMW,3 Series,"Hard to access from driver seat.  Revmoving items from console fall between seat and console.  Insufficient space, too shallow",-0.1027
681,BMW,X3,Twisting one way turns on wiper twisting the other sprays water.  Rear wiper is rarely used and thus often twist the wrong way and spray when I wanted to wipe.,-0.4767
682,BMW,X1,"When signal has to be manually turned off, i.e. changing lanes to the left, when I turn it off, the right signal goes on.",0.0
683,BMW,X1,"I was not warned by backup camera, car backing up hit me. Sensor only makes noise when vehicle is less than a foot away.  By then, it is too late.",0.2297
684,BMW,X1,Sound goes softer to louder when the radio is on without anyone changing it.,0.0
